Headline,Summary,Link,Date
CRB Group Announces Key Appointments to Regional Vice President Roles ,"CRB, a leading global provider of sustainable engineering, architecture, construction and consulting services to the life sciences and food and beverage industries, today announced the promotions of Lindsay Kenney and Daniel Lachapelle to Regional Vice President roles.",https://www.csrwire.com/press_releases/793306-crb-group-announces-key-appointments-regional-vice-president-roles,01-24-24
Northern Trust Ireland Team Hosts Professionals at Guidance and Industry Network (GaIN) Event,"The Northern Trust Ireland team proudly hosted last week's Guidance and Industry Network (GaIN) event, which brought professionals from career guidance & industry together to share knowledge & ideas about the ever-changing careers and employment landscape.",https://www.csrwire.com/press_releases/793301-northern-trust-ireland-team-hosts-professionals-guidance-and-industry-network,01-24-24
Principal® To Host The Thread Collectors Authors for International Women’s Day Event,"Principal Financial Group® invites community members to its global headquarters in Des Moines on Thursday, March 7 for a conversation featuring The Thread Collectors authors Shaunna J. Edwards and Alyson Richman.",https://www.csrwire.com/press_releases/793296-principalr-host-thread-collectors-authors-international-womens-day-event,01-24-24
"Leidos Annual Sustainability Report Highlights Progress in Cultivating Inclusion, Advancing Environmental Sustainability and Promoting Healthier Lives","At Leidos, our dedication extends to all those we serve - our employees, our customers, our supplier partners, our communities, and our shareholders. This dedication, coupled with our unwavering sense of purpose, empowers us to establish profound connections with our customers.",https://www.csrwire.com/press_releases/793291-leidos-annual-sustainability-report-highlights-progress-cultivating-inclusion,01-24-24
"Americans Say Money Isn’t Buying Happiness, Even as Savings Shrink, Finds KeyBank Survey",The KeyBank 2024 Financial Mobility Survey finds that a resounding 66% of Americans would rather work a job they love with a lower paying salary than work a job they hate with a higher paying salary (34%).,https://www.csrwire.com/press_releases/793286-americans-say-money-isnt-buying-happiness-even-savings-shrink-finds-keybank,01-24-24
Yum China Certified Top Employer China for Sixth Consecutive Year,"Yum China Holdings, Inc. (the ""Company"" or ""Yum China"", NYSE: YUMC and HKEX: 9987) has been named by the Top Employers Institute as a Top Employer China for the sixth consecutive year. ",https://www.csrwire.com/press_releases/793281-yum-china-certified-top-employer-china-sixth-consecutive-year,01-24-24
Paramount’s Season of Giving,Paramount’s Season of Giving encourages and engages employees to support local and global causes. ,https://www.csrwire.com/press_releases/793276-paramounts-season-giving,01-24-24
Entergy’s Conservation Partnership Empowers Agricultural Customers for Success and Sustainability,"As part of our commitment to environmental stewardship, social responsibility and meeting our customer needs, Entergy has been a longtime supporter of Ducks Unlimited, one of the world’s largest wetland and waterfowl conservation organizations.",https://www.csrwire.com/press_releases/793271-entergys-conservation-partnership-empowers-agricultural-customers-success-and,01-24-24
Michael Gremling: Senior Contractor Safety Specialist at Atlantic City Electric Co.,"Ensuring that safety remains top of mind for all utility workers is a collaborative effort, said Michael Gremling, senior contractor safety specialist at Atlantic City Electric Co., an electric utility in Mays Landing, N.J.",https://www.csrwire.com/press_releases/793266-michael-gremling-senior-contractor-safety-specialist-atlantic-city-electric,01-24-24
CNH Brand Unveils Innovative Suite of Solutions for Digital Agriculture,"Case IH, a brand of CNH, is prioritizing more connectivity in agriculture. ",https://www.csrwire.com/press_releases/793261-cnh-brand-unveils-innovative-suite-solutions-digital-agriculture,01-24-24
 How Sustana Is Uniting To Lead a Clean Materials Movement,"In the wake of the landmark agreement at COP28 last December aimed at curtailing global emissions, the spotlight has shifted to a critical yet often overlooked aspect of our fight against climate change: the sourcing of clean materials.",https://www.csrwire.com/press_releases/792921-how-sustana-uniting-lead-clean-materials-movement,01-24-24
Benevity Releases Its Top Charitable Causes Supported by Companies and Their People in 2023,"Benevity today announced its annual top charitable causes and giving trends data, which revealed that humanitarian aid for the people impacted by the Israel-Hamas war significantly impacted giving behavior in 2023.",https://www.csrwire.com/press_releases/793251-benevity-releases-its-top-charitable-causes-supported-companies-and-their,01-24-24
International Olympic Committee: The Heat Is On,Alpine resorts covered with barren slopes in the peak winter season. Glaciers continuing to melt away. Rising temperatures making skiing and other snow sports virtually impossible.,https://www.csrwire.com/press_releases/793246-international-olympic-committee-heat,01-23-24
"KeyBank Community Development Lending and Investment Provides $400 million in Financing for the $101 Million Renovation of Affordable Seniors Housing in Rochester, N.Y.","KeyBank (CDLI) in partnership with the Urban Investment Group (UIG) within Goldman Sachs Asset Management, invested $135.6 million of 4% Federal LIHTC Equity and provided a $200 million construction loan for the planned renovation of Andrews Terrace, in Rochester, New York.",https://www.csrwire.com/press_releases/793241-keybank-community-development-lending-and-investment-provides-400-million,01-23-24
Eaton Receives Dual Honors for Its Commitment to Inclusion and Diversity,Eaton announced it was recently recognized by two prestigious organizations for its deep commitment to delivering an inclusive employee experience.,https://www.csrwire.com/press_releases/793236-eaton-receives-dual-honors-its-commitment-inclusion-and-diversity,01-23-24
HARMAN Audio Talks Podcast: Audio Trendwatch,"Hot off the press from HARMAN EXPLORE in Las Vegas! Tune in to find out what will be driving the audio business in 2024: what are the trends, what do consumers want and what new products and features can we look forward to?",https://www.csrwire.com/press_releases/793231-harman-audio-talks-podcast-audio-trendwatch,01-23-24
LyondellBasell Advanced Recycling Project Selected for EU Innovation Fund Grant,LyondellBasell (LYB) has been selected to receive a €40 million grant from the European Union (EU) Innovation Fund. ,https://www.csrwire.com/press_releases/793226-lyondellbasell-advanced-recycling-project-selected-eu-innovation-fund-grant,01-23-24
Youth Volunteerism Unlocks Life and Leadership Skills in Calgary,Youth Central is building tomorrow’s leaders by offering barrier-free volunteer opportunities,https://www.csrwire.com/press_releases/793221-youth-volunteerism-unlocks-life-and-leadership-skills-calgary,01-23-24
Maximus Presents Results of Racial Equity Audit,"In response to a shareholder proposal at our 2022 annual meeting, Maximus engaged Wilmer Cutler Pickering Hale and Dorr LLP (WilmerHale) to conduct a racial equity audit.",https://www.csrwire.com/press_releases/793216-maximus-presents-results-racial-equity-audit,01-23-24
Yum! Brands Leads in Developing Leaders,"At Yum! Brands, our unrivaled talent is our greatest asset – one that we invest in heavily. That’s one of the reasons why TIME magazine ranked us No. 32 on its first “Best Companies for Future Leaders” list. ",https://www.csrwire.com/press_releases/793211-yum-brands-leads-developing-leaders,01-23-24
"Expedia Group Is a Best Place To Work in 2024, According to Our Employees on Glassdoor","We are pleased to announce we are among the winners of the annual Glassdoor Employees’ Choice Awards, a list of the Best Places to Work in 2024.",https://www.csrwire.com/press_releases/793206-expedia-group-best-place-work-2024-according-our-employees-glassdoor,01-23-24
Bacardi Launches Shake Your Future in Five Italian Cities,"Family-owned spirits company, Bacardi is today launching Shake Your Future in five cities across Italy.",https://www.csrwire.com/press_releases/793201-bacardi-launches-shake-your-future-five-italian-cities,01-23-24
Electrification 101: How RMI’s New Tool Can Help Utilities Proactively Plan for EVs,"The Electrification 101 series explores the challenges and opportunities that a rapidly electrifying transportation sector presents for the power grid, offering solutions to support proactive grid planning for oncoming EV charging needs. ",https://www.csrwire.com/press_releases/793196-electrification-101-how-rmis-new-tool-can-help-utilities-proactively-plan-evs,01-23-24
Pepco Is Using Innovative Automation To Keep Your Lights On,"Work is underway to make our underground local energy grid even more reliable. In 2022, we began installing state of the art switches that will further limit outage impacts for our customers.",https://www.csrwire.com/press_releases/793191-pepco-using-innovative-automation-keep-your-lights,01-23-24
International Paper Partners With Wreaths Across America To Remember Fallen Veterans,"On National Wreaths Across America Day, Saturday, December 16, 2023, International Paper (IP) was proud to support Wreaths Across America (WAA) in remembrance to honor our veterans.",https://www.csrwire.com/press_releases/793186-international-paper-partners-wreaths-across-america-remember-fallen-veterans,01-23-24
Embracing the Future: Our Path to Sustainable Thermal Management Innovation,The arctic blast that we've seen in the U.S. over the past week is a prime example of the competing challenges we face in addressing climate change.,https://www.csrwire.com/press_releases/793176-embracing-future-our-path-sustainable-thermal-management-innovation,01-23-24
Responsible Compute: Where Power Meets Sustainability,"By encouraging businesses to move elements of their HPC workloads to data centres powered by natural resources, Responsible Compute is part of a wider movement to make huge strides towards reaching ESG goals.",https://www.csrwire.com/press_releases/793181-responsible-compute-where-power-meets-sustainability,01-23-24
The World To Finally Transition Away From Fossil Fuels,"The COP28 gavel has finally slammed down with the focus on a key word: transition. After days of intense negotiations between world leaders at the two-week UN climate summit in Dubai, the clock is now ticking as the fossil fuel industry faces the inevitable end.",https://www.csrwire.com/press_releases/793171-world-finally-transition-away-fossil-fuels,01-23-24
Griffith Foods Welcomes Michelle Egger As Global Director of Partnerships and Madeline Patterson Smith As Global Director of Sustainability Impact Reporting,"Griffith Foods is proud to announce the addition of two global directors, Michelle Egger and Madeline Patterson Smith. These new roles will play a pivotal role in advancing the company’s 2030 Aspirations and purpose-driven strategy.",https://www.csrwire.com/press_releases/793166-griffith-foods-welcomes-michelle-egger-global-director-partnerships-and,01-23-24
The Olympic Games Can Inspire a New Generation,"We must make sport available to all children, regardless of their personal situations and backgrounds, and the Olympic Games are the perfect way to inspire them, says two-time Olympic champion Aksel Lund Svindal.",https://www.csrwire.com/press_releases/793161-olympic-games-can-inspire-new-generation,01-23-24
"Feet in the Mud, Head in the Sky: A Morning Among the Mangroves","In 2020, Mastercard founded the Priceless Planet Coalition with Conservation International and World Resources Institute, uniting the efforts of businesses and consumers to fight climate change, with a goal of restoring 100 million trees across six continents.",https://www.csrwire.com/press_releases/793141-feet-mud-head-sky-morning-among-mangroves,01-22-24
Women in Trucking Association Announces Its January 2024 Member of the Month,The Women In Trucking Association (WIT) has announced Kierra Meyer as its January 2024 Member of the Month. Meyer is the Senior Manager of the Operations Academy at Sysco Corporation.,https://www.csrwire.com/press_releases/793136-women-trucking-association-announces-its-january-2024-member-month,01-22-24
Military Experience Translates to Success for Vets,The Military Friendly designation is important to Buckley because it recognizes the Market-Based Management (MBM) philosophy that guides Koch culture is in direct alignment with the values soldiers exemplify in the service.,https://www.csrwire.com/press_releases/793131-military-experience-translates-success-vets,01-22-24
Sustainability and the C-Suite,"Cognizant’s head of ESG, Aya Kiy-Morrocco, and Amelia Pan, managing director in the strategic advisory group of PJT Partners, join co-host Mandi McReynolds to discuss how sustainability leaders can partner with their C-suite and boards to advance ESG strategy.",https://www.csrwire.com/press_releases/793126-sustainability-and-c-suite,01-22-24
"Santa Maria Community Services Receives $150,000 Grant from KeyBank Foundation to Support Stable Families Program for Families on the Brink of Homelessness","Santa Maria Community Services, Inc. is pleased to announce a significant grant of $150,000 from the KeyBank Foundation, aimed at bolstering its Stable Families program. The grant will be distributed over three installments, providing critical support for families.",https://www.csrwire.com/press_releases/793121-santa-maria-community-services-receives-150000-grant-keybank-foundation,01-22-24
Sofidel Receives the 2023 Hunter Industries’ Ann Hunter-Welborn Circle of Excellence Award,"Sofidel, a leading global provider of paper for hygienic and domestic use, was awarded the Ann Hunter-Welborn Circle of Excellence Award for its Papernet powered by HyTech Seas dispensers. ",https://www.csrwire.com/press_releases/793116-sofidel-receives-2023-hunter-industries-ann-hunter-welborn-circle-excellence,01-22-24
"Aflac Sales Agents and Brokers Raise $770,000 for Children and Families at the Aflac Cancer and Blood Disorders Center of Children’s Healthcare of Atlanta","Aflac's sales agents and brokers raised $770,000 during a charitable auction held last week at FOCUS, the company's annual meeting of leading sales agents and brokers. The tally shattered the pre-auction expectations of $220,000 by more than 350%.",https://www.csrwire.com/press_releases/793111-aflac-sales-agents-and-brokers-raise-770000-children-and-families-aflac,01-22-24
Henry Artalejo Is Not Your Typical HR Leader,Henry Artalejo drops a startling piece of knowledge only a few minutes into his conversation with Hispanic Executive.,https://www.csrwire.com/press_releases/793106-henry-artalejo-not-your-typical-hr-leader,01-22-24
Bloomberg Regulation Rundown: Green Taxonomies,"In this episode of Bloomberg Regulation Rundown, our new YouTube series on evolving financial regulations, Cinzia Chiriac, Bloomberg’s Head of ESG Regulatory Affairs, and Nadia Humphreys, Bloomberg’s Head of Regulatory and Climate Solutions, explain how green taxonomies work.",https://www.csrwire.com/press_releases/793101-bloomberg-regulation-rundown-green-taxonomies,01-22-24
Why Taco Bell’s New Boss Says He’s ‘Not the Dictionary Definition of a CEO’,"Taco Bell continues its reign atop the Franchise 500 under innovative leadership that defies traditional norms, paving the way for a new era in fast food excellence.",https://www.csrwire.com/press_releases/793096-why-taco-bells-new-boss-says-hes-not-dictionary-definition-ceo,01-22-24
"Northern Trust Celebrates Dr. Martin Luther King, Jr. by Giving Back",Northern Trust partners celebrated Dr. Martin Luther King Jr’s legacy by going out into the community and engaging in service. ,https://www.csrwire.com/press_releases/793091-northern-trust-celebrates-dr-martin-luther-king-jr-giving-back,01-22-24
"The Virginia Natural Gas Foundation Donates $60,000 To Address Food Insecurity in South Hampton Roads","The Virginia Natural Gas Foundation has awarded a $60,000 grant to support the Children's Health Investment Program (CHIP) of South Hampton Roads' initiative to improve the health and well-being of children and families in southeastern Virginia. ",https://www.csrwire.com/press_releases/793086-virginia-natural-gas-foundation-donates-60000-address-food-insecurity-south,01-22-24
Southwire Joins Smart Electric Power Alliance (SEPA),"Southwire is pleased to announce its membership in the Smart Electric Power Alliance (SEPA), a non-profit dedicated to advancing smart, clean energy solutions.",https://www.csrwire.com/press_releases/793081-southwire-joins-smart-electric-power-alliance-sepa,01-22-24
Governor Justice and T-Mobile Announce $200+ Million in Completed Network Upgrades for West Virginia,"During a press event at the West Virginia State Capitol today, West Virginia Governor Jim Justice, along with T-Mobile executive Edwige Robinson, highlighted the impact of a $200 million investment from T-Mobile (NASDAQ: TMUS) in the Mountain State.",https://www.csrwire.com/press_releases/793076-governor-justice-and-t-mobile-announce-200-million-completed-network-upgrades,01-22-24
CNH Cleans Up at the 2024 AE50 Awards,"The American Society of Agricultural and Biological Engineers (ASABE) has selected products from CNH brands, Case IH and New Holland, as 2024 ASABE AE50 winners.",https://www.csrwire.com/press_releases/793071-cnh-cleans-2024-ae50-awards,01-22-24
3BL Embraces New Horizons: Charlie Wilkie Appointed as CEO While Dave Armon Steps Into Executive Vice Chairman Role,"In a significant move reflecting its growth and evolving vision, 3BL, a leader in sustainability and impact communications, today announced the appointment of Charlie Wilkie as its new chief executive officer, with Dave Armon transitioning to the role of executive vice chairman",https://www.csrwire.com/press_releases/793061-3bl-embraces-new-horizons-charlie-wilkie-appointed-ceo-while-dave-armon-steps,01-22-24
Benevity Adds to Its Executive Team,"Benevity appoints Ricardo Moreno as Chief Revenue officer to lead the integration and alignment of all growth-related functions and teams at the company. Ricardo brings more than 25 years of experience in business, with worldwide leadership roles.",https://www.csrwire.com/press_releases/793146-benevity-adds-its-executive-team,01-22-24
"Duke Energy Donates $425,000 to Programs Providing Food Assistance and Other Resources to Florida Seniors, Families","Duke Energy has awarded $425,000 to more than a dozen Florida organizations that provide food assistance and other community resources to help seniors and families throughout the state.",https://www.csrwire.com/press_releases/793056-duke-energy-donates-425000-programs-providing-food-assistance-and-other,01-19-24
Atlantic City Electric's Workforce Development Program Paving a Path for Atlantic City Residents,"At Atlantic City Electric, workforce development is shaping the future of the energy industry through various programs that support the growth of our future energy workforce, while directly impacting the lives of those we serve.",https://www.csrwire.com/press_releases/793051-atlantic-city-electrics-workforce-development-program-paving-path-atlantic,01-19-24
Whirlpool Corporation Launches Newest Employee Resource Group (ERG): the Whirlpool Family Network,"Whirlpool Corporation's newest Employee Resource Group (ERG) the Whirlpool Family Network launched last week with a kickoff event featuring local vendors and services, delicious food, and several speakers.",https://www.csrwire.com/press_releases/793046-whirlpool-corporation-launches-newest-employee-resource-group-erg-whirlpool,01-19-24
Cisco: Building Inclusive AI Will Accelerate Innovation,"This post was authored by Mary Fernandez, Cisco global lead for disability and neuro-inclusion.",https://www.csrwire.com/press_releases/793041-cisco-building-inclusive-ai-will-accelerate-innovation,01-19-24
How One IBMer Is Creating a More Sustainable Future for the Island Where He Grew Up,"IBM believes in the power of technology and innovation to drive climate solutions, especially for the communities and organizations most impacted by climate change and environmental challenges.",https://www.csrwire.com/press_releases/793036-how-one-ibmer-creating-more-sustainable-future-island-where-he-grew,01-19-24
"Global Regulatory Brief: Green Finance, January Edition","The 2023 United Nations Climate Change Conference (COP28) galvanized the energy around the global green finance agenda, setting the stage for a busy 2024 of green-related rulemaking and policy guidance for the financial services sector.",https://www.csrwire.com/press_releases/793031-global-regulatory-brief-green-finance-january-edition,01-19-24
Joe Park Promoted to Yum! Brands Chief Digital & Technology Officer,"Yum! Brands, Inc. announced the promotion of Joe Park to Chief Digital & Technology Officer, reporting to Chris Turner, Yum! Brands Chief Financial Officer, effective March 1, 2024.",https://www.csrwire.com/press_releases/793026-joe-park-promoted-yum-brands-chief-digital-technology-officer,01-19-24
Baker Tilly's Ellen Labita Appointed to FASB’s Not-for-Profit Advisory Committee,"Baker Tilly announces Ellen Labita, partner and professional practice leader for Baker Tilly’s not-for profit and healthcare practices, has been appointed to the Financial Accounting Standards Board (FASB) Not-for-Profit Advisory Committee for a four-year term. ",https://www.csrwire.com/press_releases/793021-baker-tillys-ellen-labita-appointed-fasbs-not-profit-advisory-committee,01-19-24
Sofidel Earns Two Recycled Content Certifications by GreenCircle Certified,"Sofidel, a leading global provider of paper products, earned two Recycled Content Certifications from GreenCircle Certified. Sofidel’s Poly Bundle and Poly Inner packaging both received the Recycled Content Certification. ",https://www.csrwire.com/press_releases/793016-sofidel-earns-two-recycled-content-certifications-greencircle-certified,01-19-24
Stay Up to Date With Nasdaq’s 2024 North American ESG Reporting & Events Calendar,"Planning the year ahead for ESG reporting, disclosures, and events can be a challenging undertaking. There are countless events and submission deadlines to track, several of which have limited timeframes each year for participation.",https://www.csrwire.com/press_releases/793011-stay-date-nasdaqs-2024-north-american-esg-reporting-events-calendar,01-19-24
"ICYMI: HARMAN, WWE, and Make-A-Wish Connecticut Partner To Spread Holiday Cheer to Local Families","In celebration of the Month of Giving in December, HARMAN joined partners at Make-A-Wish® Connecticut at the WWE to help sponsor the Winter Wonderland event featuring ice carvings, sleigh rides, holiday lights, and HARMAN’s Wish Live stage at the Wishing Place in Trumbull, CT.",https://www.csrwire.com/press_releases/793006-icymi-harman-wwe-and-make-wish-connecticut-partner-spread-holiday-cheer-local,01-19-24
T. Rowe Price Announces Business Resource Group Mentorship Program During National Mentoring Month,"Amid National Mentoring Month, Baltimore-based global investment management firm T. Rowe Price introduces a new program focused on business resource group (BRG) mentorship.",https://www.csrwire.com/press_releases/793001-t-rowe-price-announces-business-resource-group-mentorship-program-during,01-19-24
The Home Depot Foundation’s Nationwide MLK Week of Service: Transforming Communities and Empowering Students,"The Home Depot Foundation’s nationwide week of service runs from Jan. 12 - 19, 2024. This is in partnership with Home Builders Institute (HBI), 100 Black Men of America, Construction Ready and other local and national nonprofits. ",https://www.csrwire.com/press_releases/792996-home-depot-foundations-nationwide-mlk-week-service-transforming-communities,01-19-24
Project Lifesaver: Nearly 25 Years of Bringing Loved Ones Back Home,"Project Lifesaver is a remarkable non-profit organization that has been operating since 1999. Its mission is to provide law enforcement, first responders and caregivers with a specialized program that aims to protect and quickly locate “at-risk” individuals.",https://www.csrwire.com/press_releases/792991-project-lifesaver-nearly-25-years-bringing-loved-ones-back-home,01-19-24
Chemours Belle Plant Invests in West Virginia Education and Manufacturing Initiative,"The Chemours Company’s Belle, West Virginia plant recently awarded a nearly $99,000 Vibrant Community grant to Explore the New Manufacturing as part of the company’s commitment to invest $50 million in its communities.",https://www.csrwire.com/press_releases/792986-chemours-belle-plant-invests-west-virginia-education-and-manufacturing,01-19-24
Young Innovators Inspire Hope for a Sustainable Tomorrow,"As the mentoring programs end for the 2022 inaugural goIT Innovators of the Year event and TCS’ Go Innovate Together (goIT) teams gear up for the next global competition, I’m filled with a sense of hope for the future that only the youth can inspire.",https://www.csrwire.com/press_releases/792981-young-innovators-inspire-hope-sustainable-tomorrow,01-19-24
How the Clorox Company Fuels Brand Growth,"By harnessing technology and embracing sustainability, we can achieve cost savings that can then be used to fund investments in brand innovation and portfolio evolution.",https://www.csrwire.com/press_releases/792976-how-clorox-company-fuels-brand-growth,01-19-24
Lenovo and the Scott-Morgan Foundation Collaborate To Develop Groundbreaking Assistive Technology Solutions,"Lenovo, the global technology leader, announced its continued support of the Scott-Morgan Foundation, a visionary non-profit organization driving assistive technology innovation.",https://www.csrwire.com/press_releases/792971-lenovo-and-scott-morgan-foundation-collaborate-develop-groundbreaking,01-19-24
Essity Ranked One of the World’s Most Sustainable Companies,Hygiene and health company Essity has once again been recognized as one of the world’s most sustainable companies by Corporate Knights. The list was announced today during the World Economic Forum in Davos.,https://www.csrwire.com/press_releases/792966-essity-ranked-one-worlds-most-sustainable-companies,01-19-24
Dave Lange: The Panda Master for FedEx,"What does it take to transport precious cargo anywhere in the world? Dave Lange, FedEx Director of Aircraft Charter (A/C) Department, provides an inside view of the work his team undertakes to ensure safe and secure delivery of high-profile shipments, such as giant pandas.",https://www.csrwire.com/press_releases/792961-dave-lange-panda-master-fedex,01-19-24
"Net Zero Targets Still Not Set by a Third of Global Firms, Research Shows","A third of the world’s largest public-listed companies are still yet to set an emissions reduction target, according to a new report from Net Zero Tracker.",https://www.csrwire.com/press_releases/792956-net-zero-targets-still-not-set-third-global-firms-research-shows,01-19-24
Continuing to Lead the Way in Sustainability,"Abbott earns top overall industry score for 11 years, leads in health access on global sustainability benchmark DJSI. ",https://www.csrwire.com/press_releases/792951-continuing-lead-way-sustainability,01-19-24
Nurturing Tomorrow: The DICK'S Sporting Goods Foundation Teams Up With School District To Transform Young Minds,"This is the mindset that the team behind The DICK’S Sporting Goods Foundation shared when they launched a special partnership with the McKeesport Area School District near Pittsburgh, Pennsylvania back in May 2022. ",https://www.csrwire.com/press_releases/792946-nurturing-tomorrow-dicks-sporting-goods-foundation-teams-school-district,01-19-24
Mary Kay Helps Pioneer Gender Equality Research in Algorithms and Artificial Intelligence,"According to the Stanford Social Innovation Review, AI Algorithms exhibiting gender bias resulted in 70% of lower quality of service for women. At Mary Kay, we know a level playing field is not only key but vital for women entrepreneurs to thrive in today’s digital economy.",https://www.csrwire.com/press_releases/792941-mary-kay-helps-pioneer-gender-equality-research-algorithms-and-artificial,01-19-24
Northern Trust Investment Risk & Analytical Services: ESG Insights,Northern Trust offers a suite of post-trade analytics services providing investors with insight and oversight of key ESG and climate-risk exposure detail.,https://www.csrwire.com/press_releases/792936-northern-trust-investment-risk-analytical-services-esg-insights,01-19-24
Sowing the Future: CNH Reinforces Commitment to Sustainability,"At the CNH plant in Ferreyra, Córdoba, more than 50 families participated in the recent afforestation day. During it, these families planted more than 200 trees on the property. ",https://www.csrwire.com/press_releases/792931-sowing-future-cnh-reinforces-commitment-sustainability,01-19-24
New Benchmark Analysis of U.S. Utilities Sector Reveals Inconsistent Climate Policy Advocacy,A new benchmark analysis of 12 of the largest U.S. electric utility companies finds significant inconsistencies between utilities’ public climate commitments and their direct and indirect climate lobbying practices.,https://www.csrwire.com/press_releases/792911-new-benchmark-analysis-us-utilities-sector-reveals-inconsistent-climate,01-18-24
Vanguard Renewables Announces That the Sugarman of Vermont Joins the New England Chapter of the Farm Powered Strategic Alliance,"Vanguard Renewables®, a leading U.S.-based renewable energy company, is excited to announce that The Sugarman of Vermont has joined the New England chapter of the Farm Powered Strategic Alliance.",https://www.csrwire.com/press_releases/792906-vanguard-renewables-announces-sugarman-vermont-joins-new-england-chapter-farm,01-18-24
Paychex Wins 2024 BIG Innovation Award,"Paychex, Inc., a leading provider of integrated human capital management software solutions for human resources, employee benefits, insurance services, and payroll, was named a winner in the 2024 BIG Innovation Awards , presented by the Business Intelligence Group. ",https://www.csrwire.com/press_releases/792901-paychex-wins-2024-big-innovation-award,01-18-24
"IBM Collaborates With the Commissionerate of Technical Education, Government of Gujarat To Propel Skilling in AI and Emerging Technologies in Gujarat","Aligned with IBM’s commitment to skill 30 million people by 2023 and train 2 million learners in AI by the end of 2026, the collaboration with CTE Gujarat contributes to addressing the prevailing skills gap in the global workforce.",https://www.csrwire.com/press_releases/792896-ibm-collaborates-commissionerate-technical-education-government-gujarat,01-18-24
Webster Bank Launches Special Purpose Credit Program,"Webster Bank announced the launch of its first Special Purpose Credit Program (SPCP) aimed at expanding homeownership opportunities for low-to-moderate income (LMI) first-time homebuyers, and those who are seeking to refinance, in historically underserved areas.",https://www.csrwire.com/press_releases/792891-webster-bank-launches-special-purpose-credit-program,01-18-24
Little Boy’s Cancer Diagnosis Launches Dad’s New Career,"Has this ever happened to you? When people know you work for a certain company, sometimes they’ll tell you how much it means to them — or to someone they know — and how it changes lives.",https://www.csrwire.com/press_releases/792886-little-boys-cancer-diagnosis-launches-dads-new-career,01-18-24
International Volunteer Day 2023: Sands Celebrates Team Member Efforts and Surpassing Its 2025 Volunteerism Target in Two Years,"A culture of service is central to Sands’ regions around the world, and volunteerism is a core tenet of the Sands Cares community engagement program. ",https://www.csrwire.com/press_releases/792881-international-volunteer-day-2023-sands-celebrates-team-member-efforts-and,01-18-24
AB: The Weather Is Changing for Climate-Focused Investors,"As equity investors hunt for opportunities, why should they consider climate-focused investing?",https://www.csrwire.com/press_releases/792876-ab-weather-changing-climate-focused-investors,01-18-24
Cintas Corporation Earns NETS Road Safety Achievement Award,"Cintas Corporation was awarded the NETS Road Safety Achievement Award for Overall Road Safety. The award was presented at NETS’ annual Strength IN Numbers® Fleet Safety Benchmark Conference in Indianapolis, Indiana. ",https://www.csrwire.com/press_releases/792871-cintas-corporation-earns-nets-road-safety-achievement-award,01-18-24
Henkel Expands Gender-Neutral Parental Leave Program for Employees Worldwide,"Henkel, a leading manufacturer of well-known consumer and industrial brands, has expanded its parental leave policy for all U.S. employees, regardless of gender or family structure.",https://www.csrwire.com/press_releases/792866-henkel-expands-gender-neutral-parental-leave-program-employees-worldwide,01-18-24
Kimberly-Clark Malaysia Recognized for Its Excellence in Corporate Social Responsibility,"Kimberly-Clark Malaysia was recognized by the American Chamber of Commerce in Kuala Lumpur, Malaysia at the MY Cares Awards Ceremony for our excellence in corporate social responsibility.
",https://www.csrwire.com/press_releases/792861-kimberly-clark-malaysia-recognized-its-excellence-corporate-social,01-18-24
Chemours MLK Day of Service: Continuing the Dream Together,"On Martin Luther King Jr. Day and every day, we celebrate the power of all we can accomplish when we come together for a common purpose. ",https://www.csrwire.com/press_releases/792856-chemours-mlk-day-service-continuing-dream-together,01-18-24
Actively Pioneering British Columbia’s Low-Carbon Future,"Some might not be aware of the considerable work unfolding so the energy transition can happen safely and seamlessly. Important tools like carbon capture and storage (CCS), or adding hydrogen to the energy mix, can’t just happen with the collective snap of our fingers.",https://www.csrwire.com/press_releases/792851-actively-pioneering-british-columbias-low-carbon-future,01-18-24
LyondellBasell Edges Closer to Meeting Its 2030 Renewable Energy Target,"LyondellBasell (NYSE: LYB) signed two new Power Purchase Agreements (PPA) in the United States, which will bring the company's total procured renewable electricity to 1,366 megawatts (MW).",https://www.csrwire.com/press_releases/792846-lyondellbasell-edges-closer-meeting-its-2030-renewable-energy-target,01-18-24
What Industry Analysts Say About SAP Sustainability,"For nearly 15 years, SAP has committed to being a sustainability leader both in our operations and through our sustainability product offerings for customers. Industry analysts review and assess the sustainability performance of companies across industries. ",https://www.csrwire.com/press_releases/792841-what-industry-analysts-say-about-sap-sustainability,01-18-24
"Schneider Electric Announces $1,000,000 Pledge to the ‘Next Level Now’ Campaign To Support the Digital Transformation of the Channel","Schneider Electric, the leader in the digital transformation of energy management and automation, announced a $1,000,000 pledge to the NAED Education & Research Foundation (NERF) to support their Next Level Now campaign. ",https://www.csrwire.com/press_releases/792836-schneider-electric-announces-1000000-pledge-next-level-now-campaign-support,01-17-24
Whirlpool Corporation To Install Onsite Renewable Energy at Washing Machine and Dishwasher Plants in Ohio,"Whirlpool Corporation announced that it has entered into agreements with One Energy to add onsite wind and solar power at its Findlay and Clyde, Ohio operations. ",https://www.csrwire.com/press_releases/792831-whirlpool-corporation-install-onsite-renewable-energy-washing-machine-and,01-17-24
